Incident_ID,Victim_District,Fraud_Type,Amount_INR,Time_of_Complaint,Time_to_Withdraw,Target_ATM_Zone,Specific_ATM_Location
INC-12737,Bhilwara,Investment Scam,195275,03:07,12-24 Hours,Jhotwara,"HDFC ATM, Lata Circle, Jhotwara"
INC-12738,Jaipur,Investment Scam,193865,00:13,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 11, Pratap Nagar"
INC-12739,Bikaner,Loan App Fraud,85792,14:15,12-24 Hours,Pratap Nagar,"Union Bank ATM, Sector 16 Market, Pratap Nagar"
INC-12740,Bhilwara,KYC Fraud,20951,15:34,1-2 Hours,Mansarovar,"ICICI ATM, Rajat Path, Mansarovar"
INC-12741,Pali,Credit Card Cloning,91007,04:40,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-12742,Sikar,Credit Card Cloning,211810,01:52,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12743,Udaipur,Sextortion,204736,01:45,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, EPI Zone, Sitapura Industrial"
INC-12744,Sikar,Job Fraud,23827,16:46,1-2 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-12745,Kota,Credit Card Cloning,154114,00:32,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Sector 11, Pratap Nagar"
INC-12746,Bikaner,Credit Card Cloning,153895,23:36,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-12747,Alwar,UPI Scam,14609,15:09,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Calgiri Road, Malviya Nagar"
INC-12748,Ajmer,OLX Scam,11388,18:18,1-2 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 16 Market, Pratap Nagar"
INC-12749,Tonk,Investment Scam,287281,00:55,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, EPI Zone, Sitapura Industrial"
INC-12750,Pali,Credit Card Cloning,223235,03:37,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12751,Sikar,Loan App Fraud,55658,16:41,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-12752,Kota,OLX Scam,16156,09:56,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Queens Road, Vaishali Nagar"
INC-12753,Tonk,Sextortion,155259,14:18,12-24 Hours,Sitapura Industrial,"PNB ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12754,Tonk,UPI Scam,5006,18:13,1-2 Hours,Vidyadhar Nagar,"SBI ATM, Central Spine, Vidyadhar Nagar"
INC-12755,Sikar,Sextortion,132793,02:53,12-24 Hours,Jhotwara,"PNB ATM, Triton Mall Road, Jhotwara"
INC-12756,Ajmer,Credit Card Cloning,83993,01:03,12-24 Hours,Sitapura Industrial,"PNB ATM, RIICO Phase 1, Sitapura Industrial"
INC-12757,Ajmer,Credit Card Cloning,71109,00:58,12-24 Hours,Jhotwara,"Axis Bank ATM, Kalwar Road, Jhotwara"
INC-12758,Kota,KYC Fraud,19833,18:21,1-2 Hours,Bani Park,"SBI ATM, Peetal Factory, Bani Park"
INC-12759,Pali,OLX Scam,26030,10:16,1-2 Hours,Mansarovar,"SBI ATM, Kissan Dharam Kanta, Mansarovar"
INC-12760,Kota,Job Fraud,79332,05:41,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, EPI Zone, Sitapura Industrial"
INC-12761,Sikar,UPI Scam,5219,17:39,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Collectorate Circle, Bani Park"
INC-12762,Bhilwara,KYC Fraud,7786,15:05,1-2 Hours,Vaishali Nagar,"HDFC ATM, Gandhi Path, Vaishali Nagar"
INC-12763,Kota,UPI Scam,16665,14:39,1-2 Hours,Vaishali Nagar,"SBI ATM, Gandhi Path, Vaishali Nagar"
INC-12764,Alwar,Sextortion,253678,03:20,12-24 Hours,Sitapura Industrial,"PNB ATM, Tonk Road Junction, Sitapura Industrial"
INC-12765,Ajmer,Investment Scam,106299,15:32,12-24 Hours,Jhotwara,"Axis Bank ATM, Kalwar Road, Jhotwara"
INC-12766,Bhilwara,Job Fraud,87978,08:41,12-24 Hours,C-Scheme,"Union Bank ATM, MI Road Junction, C-Scheme"
INC-12767,Ajmer,Job Fraud,15786,03:30,1-2 Hours,C-Scheme,"Union Bank ATM, Ashok Marg, C-Scheme"
INC-12768,Jodhpur,UPI Scam,24382,09:55,1-2 Hours,C-Scheme,"Axis Bank ATM, Ahinsa Circle, C-Scheme"
INC-12769,Bhilwara,OLX Scam,19553,13:05,1-2 Hours,Mansarovar,"PNB ATM, Rajat Path, Mansarovar"
INC-12770,Alwar,Job Fraud,95763,08:06,12-24 Hours,Malviya Nagar,"Axis Bank ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12771,Ajmer,Credit Card Cloning,194646,01:04,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Sector 2, Vidyadhar Nagar"
INC-12772,Bhilwara,Sextortion,198905,00:43,12-24 Hours,Jhotwara,"HDFC ATM, Lata Circle, Jhotwara"
INC-12773,Tonk,OLX Scam,6905,20:57,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Nursery Circle, Vaishali Nagar"
INC-12774,Alwar,Job Fraud,34000,16:17,12-24 Hours,Sitapura Industrial,"ICICI ATM, India Gate, Sitapura Industrial"
INC-12775,Bikaner,OLX Scam,28612,12:47,1-2 Hours,Vaishali Nagar,"HDFC ATM, Nursery Circle, Vaishali Nagar"
INC-12776,Jodhpur,Loan App Fraud,45729,18:25,12-24 Hours,Malviya Nagar,"HDFC ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12777,Ajmer,Investment Scam,102670,12:27,12-24 Hours,Vaishali Nagar,"HDFC ATM, Amrapali Circle, Vaishali Nagar"
INC-12778,Udaipur,Loan App Fraud,67086,03:12,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12779,Kota,KYC Fraud,28562,11:04,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Gandhi Path, Vaishali Nagar"
INC-12780,Udaipur,UPI Scam,28302,18:03,1-2 Hours,Vaishali Nagar,"SBI ATM, Hanuman Nagar, Vaishali Nagar"
INC-12781,Bikaner,KYC Fraud,18091,16:21,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Calgiri Road, Malviya Nagar"
INC-12782,Tonk,Loan App Fraud,72161,21:51,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, RIICO Phase 1, Sitapura Industrial"
INC-12783,Bhilwara,UPI Scam,8935,10:03,1-2 Hours,Malviya Nagar,"Union Bank ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12784,Udaipur,Job Fraud,75572,19:15,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, EPI Zone, Sitapura Industrial"
INC-12785,Sikar,Loan App Fraud,88849,22:44,12-24 Hours,Vaishali Nagar,"SBI ATM, Hanuman Nagar, Vaishali Nagar"
INC-12786,Kota,UPI Scam,5632,20:00,1-2 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Tonk Road Junction, Sitapura Industrial"
INC-12787,Sikar,Job Fraud,60194,11:42,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Central Spine, Vidyadhar Nagar"
INC-12788,Jodhpur,Investment Scam,66591,03:28,12-24 Hours,Pratap Nagar,"Union Bank ATM, Tonk Road, Pratap Nagar"
INC-12789,Sikar,OLX Scam,17824,13:22,1-2 Hours,Bani Park,"PNB ATM, Collectorate Circle, Bani Park"
INC-12790,Bikaner,KYC Fraud,11625,12:54,1-2 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-12791,Ajmer,Investment Scam,186702,01:15,12-24 Hours,C-Scheme,"HDFC ATM, Ahinsa Circle, C-Scheme"
INC-12792,Udaipur,Loan App Fraud,96863,18:21,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12793,Ajmer,Loan App Fraud,98541,01:54,12-24 Hours,C-Scheme,"Axis Bank ATM, Ahinsa Circle, C-Scheme"
INC-12794,Jodhpur,KYC Fraud,18798,15:41,1-2 Hours,Vaishali Nagar,"HDFC ATM, Amrapali Circle, Vaishali Nagar"
INC-12795,Tonk,Loan App Fraud,27194,09:30,1-2 Hours,Pratap Nagar,"PNB ATM, Sector 16 Market, Pratap Nagar"
INC-12796,Sikar,Sextortion,253554,16:02,12-24 Hours,C-Scheme,"HDFC ATM, MI Road Junction, C-Scheme"
INC-12797,Bhilwara,Investment Scam,69367,04:48,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-12798,Jodhpur,Loan App Fraud,37504,07:50,12-24 Hours,Vaishali Nagar,"HDFC ATM, Gandhi Path, Vaishali Nagar"
INC-12799,Sikar,Sextortion,75912,00:03,12-24 Hours,Pratap Nagar,"PNB ATM, Tonk Road, Pratap Nagar"
INC-12800,Bhilwara,Sextortion,252025,02:29,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12801,Bikaner,Sextortion,52695,00:47,12-24 Hours,Sitapura Industrial,"PNB ATM, EPI Zone, Sitapura Industrial"
INC-12802,Bhilwara,Job Fraud,39881,12:03,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Gandhi Path, Vaishali Nagar"
INC-12803,Alwar,Sextortion,255789,22:38,12-24 Hours,Sitapura Industrial,"ICICI ATM, EPI Zone, Sitapura Industrial"
INC-12804,Kota,Credit Card Cloning,253249,10:25,12-24 Hours,Mansarovar,"HDFC ATM, Madhyam Marg, Mansarovar"
INC-12805,Jodhpur,Job Fraud,58264,16:55,12-24 Hours,Bani Park,"HDFC ATM, Peetal Factory, Bani Park"
INC-12806,Tonk,UPI Scam,5201,09:43,1-2 Hours,Mansarovar,"Axis Bank ATM, VT Road Chauraha, Mansarovar"
INC-12807,Bikaner,Credit Card Cloning,154284,00:30,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Tonk Road, Pratap Nagar"
INC-12808,Ajmer,Loan App Fraud,51214,04:43,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 11, Pratap Nagar"
INC-12809,Ajmer,Investment Scam,56567,06:07,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 11, Pratap Nagar"
INC-12810,Jodhpur,Loan App Fraud,62350,01:31,12-24 Hours,Malviya Nagar,"Axis Bank ATM, Sector 3 Market, Malviya Nagar"
INC-12811,Jaipur,KYC Fraud,10625,17:56,1-2 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-12812,Pali,Job Fraud,64583,23:00,12-24 Hours,Mansarovar,"Bank of Baroda ATM, Patrakar Colony, Mansarovar"
INC-12813,Alwar,Credit Card Cloning,214292,04:13,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, EPI Zone, Sitapura Industrial"
INC-12814,Alwar,Job Fraud,98433,07:26,12-24 Hours,Vaishali Nagar,"HDFC ATM, Hanuman Nagar, Vaishali Nagar"
INC-12815,Jaipur,Credit Card Cloning,152198,03:46,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12816,Kota,Loan App Fraud,33658,02:45,12-24 Hours,Jagatpura,"SBI ATM, Ramnagariya, Jagatpura"
INC-12817,Kota,Credit Card Cloning,87649,04:16,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Kanta Chauraha, Jhotwara"
INC-12818,Jaipur,KYC Fraud,3766,16:50,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-12819,Ajmer,Credit Card Cloning,117920,03:52,12-24 Hours,Pratap Nagar,"HDFC ATM, Tonk Road, Pratap Nagar"
INC-12820,Alwar,Job Fraud,66279,05:40,12-24 Hours,Sitapura Industrial,"ICICI ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12821,Bhilwara,KYC Fraud,7008,14:49,1-2 Hours,Malviya Nagar,"PNB ATM, JLN Marg, Malviya Nagar"
INC-12822,Ajmer,Sextortion,103701,04:49,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-12823,Bhilwara,Sextortion,175484,01:09,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-12824,Bikaner,Investment Scam,262380,01:18,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Haldi Ghati Marg, Pratap Nagar"
INC-12825,Sikar,Sextortion,269036,22:09,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12826,Jodhpur,Sextortion,131229,03:46,12-24 Hours,Pratap Nagar,"Union Bank ATM, Tonk Road, Pratap Nagar"
INC-12827,Kota,Sextortion,194388,04:19,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12828,Jodhpur,Credit Card Cloning,196636,02:41,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12829,Ajmer,KYC Fraud,15316,17:58,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Queens Road, Vaishali Nagar"
INC-12830,Bikaner,Investment Scam,131337,00:00,12-24 Hours,Jhotwara,"Axis Bank ATM, Panchawala, Jhotwara"
INC-12831,Bikaner,Job Fraud,58834,20:13,12-24 Hours,Jagatpura,"Union Bank ATM, NRI Colony, Jagatpura"
INC-12832,Udaipur,Credit Card Cloning,108252,02:15,12-24 Hours,Sitapura Industrial,"ICICI ATM, Tonk Road Junction, Sitapura Industrial"
INC-12833,Sikar,Loan App Fraud,78371,03:40,12-24 Hours,Malviya Nagar,"Bank of Baroda ATM, Calgiri Road, Malviya Nagar"
INC-12834,Pali,Sextortion,92030,01:11,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-12835,Jodhpur,Sextortion,121277,22:55,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Gandhi Path, Vaishali Nagar"
INC-12836,Jodhpur,UPI Scam,21031,18:13,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Hanuman Nagar, Vaishali Nagar"
INC-12837,Bikaner,UPI Scam,25710,19:42,1-2 Hours,Mansarovar,"Union Bank ATM, Patrakar Colony, Mansarovar"
INC-12838,Bikaner,Investment Scam,110930,01:23,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12839,Sikar,Loan App Fraud,57726,04:15,12-24 Hours,C-Scheme,"Axis Bank ATM, Ashok Marg, C-Scheme"
INC-12840,Ajmer,UPI Scam,10450,12:05,1-2 Hours,Malviya Nagar,"SBI ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12841,Pali,Investment Scam,126114,03:20,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Lata Circle, Jhotwara"
INC-12842,Tonk,KYC Fraud,27317,17:44,1-2 Hours,Mansarovar,"Axis Bank ATM, Patrakar Colony, Mansarovar"
INC-12843,Bikaner,Credit Card Cloning,99427,03:33,12-24 Hours,Sitapura Industrial,"Union Bank ATM, RIICO Phase 1, Sitapura Industrial"
INC-12844,Pali,Sextortion,122218,22:17,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12845,Pali,KYC Fraud,20781,20:36,1-2 Hours,Bani Park,"HDFC ATM, Collectorate Circle, Bani Park"
INC-12846,Ajmer,KYC Fraud,16075,17:20,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Apex Circle, Malviya Nagar"
INC-12847,Bhilwara,Job Fraud,45757,17:09,12-24 Hours,Malviya Nagar,"Axis Bank ATM, JLN Marg, Malviya Nagar"
INC-12848,Pali,UPI Scam,23192,20:51,1-2 Hours,Mansarovar,"ICICI ATM, Kissan Dharam Kanta, Mansarovar"
INC-12849,Sikar,Job Fraud,75476,22:21,12-24 Hours,Malviya Nagar,"HDFC ATM, Apex Circle, Malviya Nagar"
INC-12850,Pali,Sextortion,146775,23:28,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12851,Jaipur,OLX Scam,24715,19:52,1-2 Hours,Bani Park,"Bank of Baroda ATM, Kabir Marg, Bani Park"
INC-12852,Bikaner,Loan App Fraud,43698,14:53,12-24 Hours,Jagatpura,"HDFC ATM, SKIT College Road, Jagatpura"
INC-12853,Bikaner,Credit Card Cloning,161383,14:21,12-24 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-12854,Ajmer,Loan App Fraud,90115,19:40,12-24 Hours,Vaishali Nagar,"HDFC ATM, Queens Road, Vaishali Nagar"
INC-12855,Jaipur,Credit Card Cloning,185910,02:36,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12856,Bhilwara,Investment Scam,175618,01:42,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, India Gate, Sitapura Industrial"
INC-12857,Kota,UPI Scam,20181,20:24,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Nursery Circle, Vaishali Nagar"
INC-12858,Jaipur,Job Fraud,61746,10:01,12-24 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-12859,Jodhpur,OLX Scam,25354,15:36,1-2 Hours,Malviya Nagar,"ICICI ATM, JLN Marg, Malviya Nagar"
INC-12860,Sikar,KYC Fraud,23626,03:38,1-2 Hours,Sitapura Industrial,"SBI ATM, India Gate, Sitapura Industrial"
INC-12861,Ajmer,Loan App Fraud,44269,22:34,12-24 Hours,Bani Park,"Axis Bank ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12862,Alwar,Loan App Fraud,51285,06:33,12-24 Hours,Bani Park,"Union Bank ATM, Peetal Factory, Bani Park"
INC-12863,Jodhpur,Credit Card Cloning,160361,23:35,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12864,Bhilwara,Sextortion,170247,10:58,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12865,Alwar,Job Fraud,83718,07:45,12-24 Hours,Pratap Nagar,"HDFC ATM, Sector 11, Pratap Nagar"
INC-12866,Udaipur,KYC Fraud,8180,12:21,1-2 Hours,Bani Park,"SBI ATM, Kabir Marg, Bani Park"
INC-12867,Pali,Sextortion,165500,23:50,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12868,Bikaner,OLX Scam,26201,16:15,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-12869,Tonk,Sextortion,264058,00:31,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Tonk Road Junction, Sitapura Industrial"
INC-12870,Jaipur,KYC Fraud,19861,18:52,1-2 Hours,Malviya Nagar,"ICICI ATM, Calgiri Road, Malviya Nagar"
INC-12871,Sikar,KYC Fraud,19636,12:41,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Amrapali Circle, Vaishali Nagar"
INC-12872,Ajmer,Sextortion,148654,02:42,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-12873,Kota,Sextortion,189180,22:45,12-24 Hours,Jhotwara,"PNB ATM, Lata Circle, Jhotwara"
INC-12874,Jodhpur,KYC Fraud,17162,16:52,1-2 Hours,Malviya Nagar,"SBI ATM, JLN Marg, Malviya Nagar"
INC-12875,Alwar,Investment Scam,286588,03:05,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Kalwar Road, Jhotwara"
INC-12876,Bikaner,Job Fraud,31196,14:01,12-24 Hours,C-Scheme,"Axis Bank ATM, Subhash Marg, C-Scheme"
INC-12877,Alwar,Loan App Fraud,82178,10:06,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Nursery Circle, Vaishali Nagar"
INC-12878,Jodhpur,Sextortion,183258,02:28,12-24 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-12879,Ajmer,UPI Scam,24018,20:18,1-2 Hours,Vaishali Nagar,"PNB ATM, Nursery Circle, Vaishali Nagar"
INC-12880,Ajmer,Sextortion,65553,22:09,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12881,Jaipur,Job Fraud,98961,17:50,12-24 Hours,Vaishali Nagar,"Axis Bank ATM, Gandhi Path, Vaishali Nagar"
INC-12882,Bhilwara,Job Fraud,89443,23:54,12-24 Hours,C-Scheme,"HDFC ATM, MI Road Junction, C-Scheme"
INC-12883,Kota,Credit Card Cloning,71565,01:01,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12884,Jaipur,Job Fraud,63837,11:09,12-24 Hours,Sitapura Industrial,"PNB ATM, RIICO Phase 1, Sitapura Industrial"
INC-12885,Pali,Loan App Fraud,17569,19:47,1-2 Hours,Vaishali Nagar,"ICICI ATM, Nursery Circle, Vaishali Nagar"
INC-12886,Jodhpur,OLX Scam,4773,13:38,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Nursery Circle, Vaishali Nagar"
INC-12887,Alwar,Sextortion,269631,23:49,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-12888,Pali,Loan App Fraud,90065,23:26,12-24 Hours,Jhotwara,"SBI ATM, Kanta Chauraha, Jhotwara"
INC-12889,Bikaner,Loan App Fraud,68228,23:15,12-24 Hours,Mansarovar,"Axis Bank ATM, Madhyam Marg, Mansarovar"
INC-12890,Pali,OLX Scam,8762,20:46,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, VT Road Chauraha, Mansarovar"
INC-12891,Kota,Loan App Fraud,29702,06:17,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kissan Dharam Kanta, Mansarovar"
INC-12892,Kota,OLX Scam,10437,10:19,1-2 Hours,Vaishali Nagar,"SBI ATM, Gandhi Path, Vaishali Nagar"
INC-12893,Bhilwara,Credit Card Cloning,63713,03:44,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, India Gate, Sitapura Industrial"
INC-12894,Bikaner,Credit Card Cloning,249043,01:51,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, EPI Zone, Sitapura Industrial"
INC-12895,Kota,Job Fraud,96642,10:01,12-24 Hours,Pratap Nagar,"SBI ATM, Kumbha Marg, Pratap Nagar"
INC-12896,Udaipur,Credit Card Cloning,251450,22:21,12-24 Hours,Vidyadhar Nagar,"PNB ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12897,Sikar,Job Fraud,39909,16:47,12-24 Hours,Pratap Nagar,"HDFC ATM, Haldi Ghati Marg, Pratap Nagar"
INC-12898,Bhilwara,KYC Fraud,7247,20:38,1-2 Hours,Bani Park,"Bank of Baroda ATM, Kabir Marg, Bani Park"
INC-12899,Bhilwara,Sextortion,253142,04:18,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, EPI Zone, Sitapura Industrial"
INC-12900,Tonk,Loan App Fraud,19442,19:42,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-12901,Bhilwara,UPI Scam,22649,18:42,1-2 Hours,Bani Park,"PNB ATM, Collectorate Circle, Bani Park"
INC-12902,Udaipur,Sextortion,50189,03:26,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12903,Bikaner,OLX Scam,9528,13:43,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-12904,Udaipur,OLX Scam,14406,13:52,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Nursery Circle, Vaishali Nagar"
INC-12905,Kota,Job Fraud,83433,18:45,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Sector 2, Vidyadhar Nagar"
INC-12906,Kota,Investment Scam,298253,23:31,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12907,Alwar,Investment Scam,154959,03:52,12-24 Hours,Jhotwara,"Axis Bank ATM, Lata Circle, Jhotwara"
INC-12908,Sikar,KYC Fraud,12147,15:34,1-2 Hours,Vaishali Nagar,"SBI ATM, Queens Road, Vaishali Nagar"
INC-12909,Kota,OLX Scam,25356,19:42,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Rajat Path, Mansarovar"
INC-12910,Kota,Job Fraud,21393,05:14,1-2 Hours,Vaishali Nagar,"HDFC ATM, Hanuman Nagar, Vaishali Nagar"
INC-12911,Alwar,Sextortion,274902,22:03,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12912,Ajmer,OLX Scam,19674,12:29,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kaveri Path, Mansarovar"
INC-12913,Tonk,Sextortion,283705,00:23,12-24 Hours,Bani Park,"ICICI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12914,Bikaner,Job Fraud,47858,20:21,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-12915,Alwar,Credit Card Cloning,244843,02:03,12-24 Hours,Jhotwara,"SBI ATM, Kanta Chauraha, Jhotwara"
INC-12916,Bhilwara,OLX Scam,23731,10:30,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Hanuman Nagar, Vaishali Nagar"
INC-12917,Pali,Investment Scam,154945,04:40,12-24 Hours,Jhotwara,"Axis Bank ATM, Kalwar Road, Jhotwara"
INC-12918,Bhilwara,OLX Scam,5368,18:51,1-2 Hours,Bani Park,"ICICI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12919,Tonk,Investment Scam,274594,11:36,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12920,Jaipur,Job Fraud,56645,04:26,12-24 Hours,Vaishali Nagar,"PNB ATM, Nursery Circle, Vaishali Nagar"
INC-12921,Alwar,OLX Scam,18999,15:23,1-2 Hours,Malviya Nagar,"HDFC ATM, Calgiri Road, Malviya Nagar"
INC-12922,Pali,Credit Card Cloning,286085,02:36,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Tonk Road, Pratap Nagar"
INC-12923,Jaipur,OLX Scam,9278,19:13,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Hanuman Nagar, Vaishali Nagar"
INC-12924,Kota,Credit Card Cloning,165873,23:48,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, EPI Zone, Sitapura Industrial"
INC-12925,Ajmer,Sextortion,146689,22:30,12-24 Hours,Pratap Nagar,"HDFC ATM, Kumbha Marg, Pratap Nagar"
INC-12926,Udaipur,Sextortion,164429,22:02,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, RIICO Phase 1, Sitapura Industrial"
INC-12927,Alwar,UPI Scam,4590,12:58,1-2 Hours,Malviya Nagar,"Union Bank ATM, Sector 3 Market, Malviya Nagar"
